CONTROLN,TARGET_D
144014,64.0
154027,128.0
105464,64.0
149082,64.0
177661,64.0
182090,128.0
143141,128.0
83633,128.0
11844,192.0
174390,128.0
68933,128.0
85247,64.0
4599,128.0
66225,128.0
167398,64.0
37621,64.0
8690,64.0
134047,64.0
113346,128.0
1060,128.0
150373,64.0
146891,64.0
105760,128.0
131279,128.0
33685,64.0
37291,64.0
180729,128.0
139183,128.0
5495,128.0
128345,128.0
55327,64.0
45742,64.0
140784,64.0
74516,64.0
152312,128.0
124423,64.0
141686,64.0
172334,64.0
38434,64.0
181218,128.0
157855,128.0
145423,128.0
42888,128.0
77925,64.0
147475,64.0
146420,128.0
144631,64.0
87032,64.0
88303,64.0
95709,64.0
178042,128.0
27051,64.0
60692,128.0
7295,128.0
131599,128.0
50982,128.0
84572,128.0
70574,128.0
58453,128.0
73762,128.0
139903,64.0
46228,128.0
7678,128.0
68134,64.0
80070,128.0
87917,64.0
68431,128.0
137652,128.0
111575,128.0
98080,64.0
184342,128.0
131955,128.0
156828,128.0
14708,128.0
51114,64.0
40800,64.0
69593,64.0
96455,64.0
163978,64.0
142963,128.0
147736,128.0
24911,64.0
112534,128.0
143901,64.0
97219,64.0
109931,128.0
152565,128.0
60366,128.0
118571,64.0
136938,128.0
31317,64.0
102298,128.0
3388,64.0
16111,128.0
43757,64.0
153781,64.0
64087,64.0
162430,64.0
80184,128.0
103254,64.0
178272,128.0
101426,128.0
17819,128.0
173961,64.0
63478,64.0
43797,64.0
104148,64.0
103080,64.0
42982,64.0
156929,128.0
126893,64.0
163639,64.0
112319,128.0
21752,64.0
136223,64.0
161389,64.0
102224,128.0
156807,128.0
68578,128.0
27761,128.0
35349,64.0
168835,64.0
187775,64.0
21297,128.0
187720,64.0
134995,64.0
51964,128.0
183711,64.0
140522,128.0
188432,64.0
169445,64.0
180380,128.0
143730,64.0
114282,64.0
17235,128.0
42877,64.0
14220,128.0
11219,64.0
3655,128.0
64547,128.0
66527,64.0
133501,128.0
68927,128.0
84721,128.0
22940,64.0
125932,64.0
151203,128.0
74254,64.0
145254,128.0
121043,64.0
157807,128.0
119127,128.0
117203,128.0
150846,64.0
138134,64.0
61286,128.0
122007,128.0
143455,64.0
180572,64.0
36710,128.0
104972,64.0
145046,128.0
71597,128.0
5707,128.0
136438,64.0
17637,128.0
56781,64.0
58765,128.0
142717,128.0
80948,128.0
147630,64.0
10889,64.0
77213,64.0
115326,128.0
87188,128.0
51909,64.0
32585,128.0
111472,64.0
86790,64.0
148952,64.0
11103,128.0
103875,64.0
151296,128.0
7778,128.0
6758,128.0
187020,128.0
120045,64.0
69591,64.0
26009,64.0
174459,128.0
185852,128.0
149528,128.0
101917,64.0
93759,64.0
134103,128.0
4784,128.0
146423,128.0
109093,128.0
3369,64.0
23777,64.0
41458,128.0
173294,64.0
44159,128.0
151488,128.0
179088,64.0
73873,128.0
16688,64.0
176490,64.0
112501,64.0
183076,64.0
136639,128.0
71982,128.0
34040,64.0
143750,64.0
79813,128.0
161614,128.0
30904,64.0
71388,128.0
75554,128.0
39411,128.0
64223,64.0
47154,128.0
52998,128.0
73555,64.0
17621,64.0
64140,64.0
142355,64.0
168524,128.0
60816,64.0
77664,64.0
97378,64.0
27401,64.0
3789,128.0
24368,128.0
471,128.0
2134,64.0
143892,64.0
2984,64.0
30895,128.0
140516,64.0
104933,128.0
63563,64.0
120546,64.0
183595,128.0
101449,128.0
97120,128.0
69025,128.0
156779,64.0
106588,64.0
33655,64.0
39741,128.0
158526,64.0
163062,64.0
114766,128.0
65810,128.0
37638,64.0
126457,64.0
163421,64.0
37452,128.0
125035,128.0
50941,64.0
16188,64.0
166552,128.0
143226,128.0
120024,64.0
151078,64.0
29722,128.0
19096,64.0
1709,64.0
49854,64.0
190142,64.0
2162,128.0
47054,128.0
120491,128.0
50354,64.0
14065,64.0
149524,128.0
182297,64.0
62585,64.0
2081,64.0
181507,64.0
115481,64.0
38549,128.0
108315,128.0
79122,128.0
138916,128.0
33076,128.0
37259,128.0
53036,64.0
10527,128.0
153880,64.0
74564,128.0
144338,64.0
139002,128.0
54546,64.0
152628,128.0
41418,64.0
10641,128.0
136607,128.0
129413,64.0
153063,64.0
60802,128.0
45522,128.0
59485,64.0
167764,128.0
52999,64.0
147355,64.0
157863,128.0
67885,128.0
139863,128.0
148961,128.0
142790,128.0
93923,128.0
40952,64.0
34114,64.0
179062,128.0
121354,128.0
133108,128.0
191429,128.0
21760,128.0
118028,128.0
86694,128.0
38162,64.0
99322,64.0
124449,64.0
9439,128.0
128291,128.0
111316,128.0
51845,128.0
5167,128.0
40740,128.0
20143,64.0
50074,128.0
122175,64.0
64588,64.0
17405,128.0
54072,64.0
5227,128.0
94959,128.0
5178,64.0
119816,128.0
143120,64.0
127963,64.0
80968,64.0
152862,128.0
52934,64.0
7004,128.0
52070,64.0
176870,128.0
37175,128.0
7872,128.0
3994,128.0
110478,64.0
12428,64.0
103979,64.0
19783,128.0
176507,128.0
26180,64.0
72109,128.0
102916,128.0
108827,64.0
156094,64.0
74490,128.0
163520,128.0
164363,64.0
83245,128.0
79429,128.0
56059,128.0
83265,64.0
96489,128.0
184855,64.0
107626,128.0
58137,64.0
20318,128.0
65201,128.0
163909,64.0
184346,64.0
119308,64.0
3908,128.0
86228,128.0
70016,128.0
77019,128.0
152879,64.0
74301,64.0
184757,128.0
80614,64.0
96102,128.0
103044,128.0
117634,64.0
116434,128.0
134671,128.0
107352,128.0
142280,64.0
177923,128.0
5381,128.0
57278,64.0
85052,128.0
141684,64.0
178748,128.0
60607,64.0
22357,128.0
40947,128.0
183200,128.0
138379,128.0
131772,128.0
67294,64.0
82207,128.0
68661,64.0
172645,64.0
15865,128.0
49228,128.0
32854,128.0
79761,64.0
96225,128.0
48814,128.0
37484,128.0
32845,64.0
108015,64.0
115040,128.0
174895,64.0
141500,64.0
110642,64.0
142905,64.0
159748,128.0
72718,128.0
154815,64.0
73306,128.0
186508,64.0
118152,128.0
155255,128.0
181147,64.0
106395,128.0
41056,64.0
89050,128.0
141098,128.0
190131,64.0
116732,64.0
4834,128.0
110046,64.0
94307,128.0
182800,128.0
133639,64.0
112855,64.0
68232,128.0
103948,64.0
126516,64.0
86205,128.0
154505,64.0
37521,64.0
38894,64.0
101344,128.0
15038,128.0
114076,128.0
135564,64.0
9358,128.0
112022,128.0
170937,64.0
94643,128.0
50760,64.0
52037,64.0
21038,64.0
161098,64.0
146430,128.0
92672,64.0
164103,64.0
117240,64.0
124237,128.0
72591,128.0
28691,64.0
166228,128.0
138521,64.0
48671,64.0
185525,64.0
137263,128.0
134028,128.0
139421,64.0
188899,128.0
58914,64.0
121631,128.0
127499,64.0
19650,128.0
137718,64.0
19528,64.0
174356,128.0
127188,64.0
152828,64.0
50294,64.0
141000,64.0
123120,64.0
31130,64.0
49593,128.0
106512,64.0
19268,128.0
172322,64.0
102429,128.0
157425,64.0
34763,128.0
18739,64.0
104017,128.0
155002,128.0
151328,128.0
17997,64.0
122083,64.0
91627,128.0
31669,64.0
129752,64.0
45777,64.0
32365,64.0
117279,128.0
145313,128.0
112570,128.0
46100,128.0
115125,64.0
5900,64.0
140672,128.0
168082,64.0
8789,128.0
170891,128.0
83588,64.0
16265,64.0
147764,128.0
8087,64.0
141954,128.0
146985,64.0
61374,64.0
148808,64.0
87890,64.0
129277,64.0
21210,64.0
61673,64.0
42429,64.0
180090,128.0
76503,128.0
8779,128.0
91075,64.0
143615,64.0
80210,128.0
153339,128.0
47370,128.0
56739,64.0
126909,64.0
73962,64.0
168381,128.0
164400,64.0
182252,128.0
28953,128.0
56583,64.0
115129,128.0
104731,128.0
7545,128.0
60332,64.0
23559,128.0
159174,128.0
121940,128.0
126849,64.0
147705,128.0
105084,128.0
45485,64.0
50895,64.0
78818,64.0
24455,128.0
51384,128.0
161539,64.0
65057,64.0
157093,64.0
17486,64.0
155304,64.0
94019,64.0
191590,128.0
133062,128.0
97337,128.0
158025,64.0
25665,64.0
81847,64.0
178019,64.0
82767,64.0
8252,128.0
124565,64.0
101724,128.0
186655,128.0
128,128.0
85559,128.0
98765,64.0
155099,64.0
36079,128.0
17693,128.0
120117,128.0
128984,128.0
70377,128.0
12601,128.0
186965,128.0
115149,128.0
164177,64.0
53021,64.0
121158,128.0
140047,64.0
152695,128.0
38739,128.0
85914,64.0
19660,64.0
4474,128.0
182551,128.0
126156,128.0
93322,128.0
164610,64.0
19748,64.0
3377,64.0
175025,128.0
23561,128.0
56436,64.0
119621,64.0
68027,128.0
124106,64.0
113990,128.0
29818,64.0
12991,64.0
42286,128.0
52031,64.0
182074,128.0
163809,128.0
173684,64.0
98491,128.0
104985,128.0
100882,128.0
32512,64.0
77081,64.0
61967,128.0
178516,64.0
144351,128.0
18855,128.0
126403,128.0
54106,64.0
180149,128.0
160313,64.0
183591,128.0
84541,128.0
145295,64.0
106564,128.0
173399,64.0
33359,128.0
118230,128.0
172831,128.0
162201,64.0
106342,128.0
60140,64.0
178842,128.0
31470,64.0
2475,0.0
33116,64.0
110680,128.0
9745,128.0
46369,128.0
79260,64.0
68136,64.0
92085,128.0
145143,128.0
167707,64.0
83243,128.0
157875,128.0
159261,64.0
10138,128.0
67206,64.0
40255,64.0
62440,128.0
19825,64.0
157166,128.0
37984,128.0
70735,64.0
93874,64.0
82301,64.0
28995,64.0
28125,64.0
144359,128.0
42564,128.0
55985,64.0
163327,64.0
19214,128.0
124595,128.0
44395,64.0
52525,64.0
85584,64.0
21112,64.0
187632,64.0
2519,0.0
162793,64.0
65739,64.0
627,128.0
17925,64.0
7143,64.0
47160,128.0
69230,64.0
42609,64.0
111967,128.0
114603,128.0
6100,64.0
80324,128.0
91026,64.0
37779,128.0
189159,128.0
163236,64.0
162868,64.0
127583,128.0
36107,64.0
99372,64.0
91754,128.0
177916,64.0
73052,64.0
127892,64.0
122966,128.0
169035,128.0
51141,128.0
14638,64.0
191188,128.0
126875,128.0
28058,128.0
132483,128.0
8642,128.0
6965,128.0
158160,64.0
20635,128.0
163489,64.0
21389,128.0
102436,128.0
143562,64.0
140329,128.0
163634,128.0
140146,128.0
114401,128.0
1087,128.0
137249,128.0
50901,64.0
105377,64.0
19094,64.0
53327,128.0
189732,64.0
77224,128.0
51149,128.0
76482,64.0
69466,64.0
154169,64.0
127407,64.0
42940,64.0
12716,128.0
138651,128.0
163381,64.0
147081,64.0
170552,64.0
24666,128.0
7109,128.0
171487,128.0
115286,64.0
172362,64.0
81187,64.0
161473,64.0
99142,128.0
75367,128.0
111853,64.0
70303,64.0
135206,64.0
22743,64.0
166865,64.0
52119,128.0
26862,64.0
112102,128.0
109766,64.0
36574,128.0
179238,64.0
118866,128.0
44096,128.0
168049,64.0
63218,64.0
44345,64.0
120689,128.0
87783,128.0
102361,128.0
178508,64.0
122711,64.0
128261,128.0
142566,64.0
137541,64.0
136471,128.0
185216,64.0
175056,64.0
71922,64.0
2001,64.0
131555,128.0
160086,64.0
169243,128.0
70351,128.0
16296,64.0
91152,64.0
72978,64.0
163232,128.0
2156,128.0
105852,128.0
150212,64.0
52827,64.0
59965,128.0
111470,64.0
41839,128.0
159941,64.0
124583,64.0
183152,128.0
92820,64.0
4647,128.0
81946,64.0
135314,128.0
91719,64.0
188485,64.0
129447,128.0
33203,64.0
31048,64.0
86363,128.0
96778,128.0
31298,64.0
74238,128.0
133949,128.0
98437,128.0
65335,128.0
106422,128.0
88194,64.0
170237,128.0
147942,128.0
100067,128.0
139204,64.0
186247,128.0
21596,128.0
59807,128.0
84192,128.0
40090,128.0
19926,64.0
68321,64.0
161443,64.0
173972,64.0
100007,64.0
155975,64.0
64511,64.0
56364,64.0
173612,64.0
37323,128.0
133632,64.0
28830,64.0
176359,128.0
46626,128.0
183766,64.0
28008,128.0
137600,128.0
22644,128.0
25724,64.0
2382,0.0
78396,64.0
80993,128.0
149713,64.0
144309,64.0
156988,64.0
171451,128.0
75282,128.0
125748,64.0
184344,64.0
54287,64.0
168958,64.0
145024,64.0
30043,64.0
56530,128.0
47455,128.0
38509,64.0
46181,64.0
31377,64.0
8709,128.0
121174,128.0
20817,128.0
102656,64.0
157433,128.0
40972,128.0
110597,64.0
28967,128.0
138635,64.0
109451,128.0
191726,128.0
135571,64.0
130650,64.0
88718,128.0
134224,128.0
171712,128.0
93102,64.0
100925,64.0
29440,128.0
142572,64.0
43893,128.0
25462,128.0
175096,128.0
127004,128.0
83709,128.0
2030,64.0
44235,128.0
140911,128.0
129564,64.0
101295,128.0
64003,64.0
88030,64.0
100652,128.0
28305,64.0
2709,64.0
137070,64.0
57396,128.0
32555,128.0
146913,64.0
84293,128.0
68724,128.0
152137,64.0
117263,128.0
72576,128.0
169690,128.0
53690,64.0
190245,64.0
76524,64.0
25622,64.0
6404,128.0
164323,64.0
52960,128.0
109669,128.0
176316,64.0
45138,128.0
69730,128.0
181569,128.0
134965,64.0
52759,64.0
104166,128.0
164655,64.0
10001,64.0
156981,128.0
138762,64.0
50851,64.0
185000,64.0
35017,128.0
15939,64.0
73468,128.0
144040,64.0
126736,64.0
158674,128.0
107041,64.0
170913,64.0
40885,64.0
111385,128.0
92357,64.0
31776,128.0
96940,64.0
28733,64.0
66504,64.0
183313,128.0
93010,64.0
140282,64.0
160953,64.0
119283,64.0
55945,64.0
55450,128.0
67389,64.0
111886,64.0
132165,128.0
57016,128.0
51438,64.0
91933,128.0
34607,64.0
34214,64.0
121256,128.0
7423,128.0
87149,128.0
158972,128.0
177853,64.0
167063,64.0
81942,64.0
155051,128.0
67580,64.0
121798,64.0
80872,128.0
26531,64.0
172682,128.0
174177,128.0
179701,64.0
106351,128.0
8053,128.0
159593,64.0
136712,64.0
159780,128.0
149866,128.0
113497,64.0
104160,64.0
128333,64.0
16466,128.0
16868,64.0
46089,64.0
147316,128.0
80437,128.0
28150,128.0
129262,128.0
113977,128.0
123852,128.0
2493,64.0
146269,128.0
22115,128.0
110209,64.0
159879,128.0
106822,128.0
96955,128.0
46533,64.0
21790,64.0
5135,128.0
113856,128.0
4894,128.0
102186,128.0
75250,64.0
188241,128.0
121061,128.0
76851,64.0
132354,128.0
68652,128.0
158039,64.0
155328,128.0
171791,64.0
41615,128.0
1688,64.0
83282,128.0
20066,128.0
178767,64.0
131861,128.0
120067,128.0
110200,64.0
24730,128.0
3686,64.0
129014,64.0
53516,64.0
154663,128.0
179715,64.0
76802,128.0
132954,128.0
68151,64.0
71344,64.0
155127,64.0
17844,128.0
142546,128.0
96651,128.0
37795,64.0
20516,128.0
7893,128.0
11692,128.0
36441,64.0
120456,128.0
31128,64.0
163585,128.0
116196,64.0
110210,64.0
157903,64.0
6310,128.0
189561,64.0
168521,128.0
12951,128.0
53279,64.0
22978,128.0
170017,128.0
65942,64.0
112648,64.0
88895,64.0
17313,128.0
46428,64.0
66703,64.0
94177,128.0
146047,128.0
39462,64.0
58547,128.0
38523,128.0
30956,64.0
35969,64.0
119852,64.0
101924,64.0
129807,64.0
13094,128.0
160034,128.0
53144,128.0
71204,64.0
89487,64.0
21649,128.0
103920,64.0
80413,128.0
42936,64.0
61506,64.0
44104,64.0
125273,64.0
61461,128.0
148740,64.0
11858,64.0
63355,64.0
148326,64.0
143159,64.0
25862,64.0
17836,64.0
96579,64.0
131386,64.0
17974,64.0
31587,128.0
75450,128.0
190581,128.0
14365,256.0
159330,64.0
20193,64.0
30185,64.0
85431,64.0
122668,64.0
24433,64.0
79436,128.0
66372,128.0
113187,128.0
185536,128.0
89859,128.0
82923,64.0
170158,64.0
34186,128.0
29985,128.0
102681,64.0
191576,128.0
172326,64.0
110223,64.0
73326,128.0
33875,128.0
81834,64.0
120918,64.0
139634,64.0
108076,64.0
1654,128.0
102647,64.0
150484,64.0
141505,64.0
4432,128.0
113712,128.0
102514,128.0
183454,128.0
145647,64.0
65949,64.0
104629,64.0
80388,128.0
14848,128.0
112942,128.0
69318,64.0
88761,64.0
14564,192.0
23387,128.0
70620,128.0
48894,128.0
102089,64.0
62390,128.0
33877,128.0
123202,64.0
150810,64.0
177400,128.0
31070,128.0
73648,64.0
168487,64.0
13085,128.0
108581,64.0
162913,128.0
47918,64.0
182068,128.0
67990,64.0
13498,128.0
163920,128.0
186351,64.0
188577,128.0
106757,128.0
160530,64.0
66286,64.0
107390,64.0
36453,64.0
181434,128.0
171612,64.0
36365,64.0
29936,128.0
125630,128.0
118456,64.0
32930,64.0
37921,128.0
147680,128.0
6009,128.0
103421,128.0
148376,64.0
61157,64.0
27278,64.0
147165,128.0
93350,64.0
153758,64.0
183175,64.0
95949,64.0
160180,128.0
111962,64.0
153513,128.0
88468,64.0
133573,64.0
152300,128.0
102328,64.0
96867,64.0
159961,64.0
144876,128.0
66439,128.0
162313,64.0
151681,64.0
40607,128.0
69697,128.0
30579,128.0
52959,64.0
165204,128.0
113065,64.0
53095,128.0
60662,128.0
149815,64.0
136572,128.0
109565,64.0
69551,128.0
5812,64.0
163471,128.0
35359,128.0
178809,64.0
138770,64.0
92807,64.0
75158,64.0
12992,128.0
88738,64.0
188490,128.0
149060,64.0
1752,64.0
65176,64.0
180665,128.0
43179,64.0
29049,64.0
126060,128.0
1216,128.0
174939,128.0
135186,128.0
155657,64.0
78798,128.0
109137,64.0
8404,64.0
86592,128.0
109350,64.0
39765,64.0
191235,64.0
185114,192.0
50194,64.0
119633,128.0
117166,64.0
76917,64.0
169904,128.0
160633,64.0
60822,64.0
162891,128.0
598,128.0
13461,64.0
76759,128.0
145199,128.0
7310,128.0
116054,64.0
17277,64.0
131660,128.0
86896,64.0
54212,128.0
121914,128.0
141322,128.0
47759,64.0
18953,128.0
98064,64.0
92420,64.0
12016,128.0
17382,64.0
179951,128.0
90889,128.0
168465,64.0
122483,64.0
138564,64.0
67167,64.0
190758,64.0
180276,64.0
176689,128.0
61659,128.0
98178,128.0
3357,128.0
18654,64.0
156253,64.0
46673,128.0
59945,64.0
190553,128.0
158830,64.0
188968,128.0
79621,64.0
47727,128.0
75741,128.0
76429,64.0
190416,128.0
142688,64.0
184401,128.0
135658,64.0
148428,64.0
27922,64.0
23973,128.0
165260,128.0
27343,64.0
40121,128.0
7798,128.0
12602,64.0
46579,64.0
145769,64.0
44454,128.0
72377,128.0
320,128.0
187768,64.0
94138,128.0
63782,64.0
136945,64.0
146079,64.0
84056,64.0
111380,128.0
52239,64.0
61274,128.0
184135,64.0
67576,64.0
74828,128.0
173497,64.0
36119,128.0
170778,128.0
107618,128.0
182897,64.0
65167,64.0
139875,64.0
178573,128.0
103227,64.0
110974,64.0
180788,64.0
95012,128.0
81122,128.0
171668,64.0
142728,64.0
42729,64.0
186871,64.0
71869,64.0
54227,128.0
114100,128.0
79770,128.0
190482,128.0
52489,64.0
169036,64.0
68941,64.0
54387,128.0
169914,64.0
105355,64.0
156327,64.0
81881,128.0
107412,64.0
157082,64.0
44254,128.0
151507,64.0
19569,64.0
157322,64.0
14424,128.0
35012,64.0
112587,128.0
84567,128.0
164871,64.0
64777,128.0
175967,64.0
184879,64.0
139939,64.0
171585,128.0
56285,128.0
118879,128.0
40228,64.0
109788,128.0
120364,64.0
174811,64.0
186795,128.0
38431,64.0
34871,64.0
73188,64.0
13845,64.0
112889,64.0
178682,64.0
14289,128.0
165977,64.0
183528,128.0
74132,64.0
153111,64.0
1895,64.0
143438,64.0
182505,64.0
126366,128.0
167571,64.0
6200,128.0
61980,64.0
177428,64.0
132510,64.0
68377,64.0
125807,64.0
144922,64.0
16473,128.0
66337,64.0
190043,64.0
8991,64.0
130462,64.0
114517,128.0
131249,128.0
58005,128.0
137378,128.0
39916,64.0
125003,64.0
65696,64.0
42125,128.0
29683,128.0
10936,128.0
141361,128.0
103358,64.0
174083,64.0
91154,128.0
170948,64.0
95829,128.0
81596,64.0
114835,128.0
11378,128.0
166615,64.0
84188,128.0
29633,128.0
24832,64.0
148069,128.0
16423,128.0
145139,64.0
92666,64.0
91875,128.0
135739,128.0
82306,64.0
13082,64.0
13101,128.0
45151,64.0
78440,128.0
128044,64.0
121736,64.0
179655,128.0
23375,128.0
154400,128.0
71882,128.0
14994,64.0
155445,64.0
41968,128.0
91626,128.0
139669,128.0
107724,128.0
43949,128.0
126569,64.0
182890,128.0
50247,128.0
99520,128.0
84155,64.0
116071,128.0
5374,128.0
85448,128.0
119696,128.0
25005,128.0
111331,64.0
155823,128.0
79251,128.0
6764,128.0
110065,128.0
143241,64.0
139843,64.0
55699,128.0
66652,64.0
122071,128.0
91136,64.0
118541,64.0
63725,64.0
149833,128.0
12966,128.0
119884,64.0
81688,128.0
124000,64.0
145713,64.0
32460,64.0
127757,64.0
12656,64.0
86260,64.0
69681,64.0
128811,64.0
119325,64.0
39815,128.0
56550,64.0
134173,128.0
88551,64.0
112103,128.0
152619,128.0
86417,64.0
6145,128.0
92427,128.0
162055,64.0
28238,128.0
101789,128.0
177345,128.0
63692,64.0
79542,64.0
131266,128.0
94097,64.0
30788,64.0
99497,128.0
179928,64.0
4154,128.0
95141,64.0
182564,64.0
118945,64.0
51861,64.0
16332,64.0
44758,128.0
66823,128.0
75378,128.0
34008,64.0
100822,64.0
117499,64.0
51657,64.0
55442,128.0
164444,128.0
185600,128.0
114635,128.0
150220,128.0
8232,128.0
12658,128.0
46652,128.0
24393,128.0
99530,64.0
93084,64.0
83977,64.0
157723,64.0
20180,64.0
92490,128.0
61779,128.0
13752,64.0
69187,128.0
163931,128.0
105712,128.0
45474,64.0
105392,128.0
190291,128.0
80561,128.0
165443,128.0
146082,64.0
16109,128.0
33193,128.0
93673,128.0
46537,128.0
170050,128.0
99978,64.0
90415,128.0
1322,128.0
182243,128.0
51566,64.0
95561,128.0
106671,64.0
92525,64.0
138230,64.0
98614,128.0
183101,64.0
135121,64.0
115964,64.0
101829,128.0
92277,64.0
27998,64.0
15695,64.0
75400,64.0
6489,128.0
170595,128.0
29549,128.0
67224,128.0
79145,128.0
70739,64.0
18298,128.0
28746,64.0
141276,128.0
136960,64.0
58582,128.0
67195,64.0
152505,128.0
152620,128.0
28607,128.0
106218,128.0
150382,64.0
132163,128.0
142230,64.0
22351,128.0
148613,64.0
38885,128.0
153669,64.0
150122,64.0
51513,64.0
73623,128.0
98943,64.0
109629,128.0
103593,128.0
8327,128.0
53763,64.0
130191,128.0
143253,64.0
3590,64.0
11597,128.0
47039,64.0
46572,64.0
13448,64.0
170239,128.0
133809,64.0
66674,128.0
