CONTROLN,TARGET_D
101710,5.13
87819,4.91
1489,5.29
73240,5.13
141554,4.71
185638,5.0
167855,4.99
71456,5.31
179207,5.0
136483,14.8
24216,6.35
13965,9.01
130920,5.52
92644,3.9
111414,5.0
83960,4.41
147015,5.81
116376,5.16
98341,8.19
103405,5.92
116829,5.49
149708,6.79
160709,4.6
173904,16.51
186936,5.56
152904,4.9
107188,5.58
122782,4.45
147414,5.5
38767,4.02
75632,4.5
129470,5.34
133101,6.84
75625,4.31
26616,4.97
9131,5.35
123514,5.3
127016,5.38
41176,4.97
34862,6.81
51452,5.6
117949,8.09
164986,3.95
57871,4.66
142903,4.1
144014,4.8
154027,4.42
105464,5.43
149082,5.25
177661,5.8
182090,5.42
143141,4.65
83633,4.4
11844,5.45
174390,4.37
68933,5.25
85247,4.84
4599,5.02
66225,6.47
167398,4.1
37621,4.9
8690,5.06
134047,4.55
113346,6.39
1060,4.7
150373,4.1
146891,12.01
105760,5.31
131279,4.8
33685,5.55
37291,5.06
180729,5.05
139183,5.69
5495,4.83
128345,6.25
55327,3.87
45742,5.1
140784,6.97
74516,7.3
152312,4.8
124423,5.13
141686,5.35
172334,6.4
38434,5.2
181218,6.04
157855,5.96
145423,5.1
42888,5.66
77925,5.64
147475,5.24
146420,5.31
144631,4.31
87032,5.8
88303,5.37
95709,3.9
178042,7.35
27051,5.61
60692,4.5
7295,4.25
131599,4.55
50982,5.2
84572,12.32
70574,5.13
58453,5.41
73762,4.56
139903,6.0
46228,3.9
7678,6.17
68134,4.23
80070,6.0
87917,4.8
68431,4.75
137652,6.3
111575,6.62
98080,5.0
184342,6.66
131955,5.46
156828,5.1
14708,5.6
51114,5.45
40800,5.36
69593,4.0
96455,4.36
163978,5.35
142963,4.65
147736,3.3
24911,5.6
112534,4.8
143901,5.1
97219,5.76
109931,3.5
152565,5.12
60366,3.95
118571,5.9
136938,4.7
31317,5.65
102298,4.4
3388,3.64
16111,5.26
43757,7.19
153781,6.1
64087,4.26
162430,3.9
80184,4.93
103254,5.4
178272,4.56
101426,4.8
17819,5.85
173961,8.28
63478,4.4
43797,5.36
104148,4.85
103080,4.7
42982,5.1
156929,4.4
126893,5.59
163639,5.42
112319,5.6
21752,7.93
136223,4.4
161389,4.5
102224,5.93
156807,6.05
68578,5.5
27761,5.26
35349,4.3
168835,5.52
187775,7.13
21297,7.07
187720,5.96
134995,4.39
51964,5.28
183711,7.17
140522,5.9
188432,8.09
169445,6.14
180380,5.71
143730,4.62
114282,5.65
17235,5.28
42877,7.31
14220,4.35
11219,4.97
3655,6.41
64547,5.3
66527,4.4
133501,8.55
68927,4.6
84721,4.6
22940,5.53
125932,5.85
151203,3.92
74254,4.6
145254,5.85
121043,4.76
157807,4.75
119127,4.46
117203,5.76
150846,5.11
138134,5.26
61286,5.35
122007,4.45
143455,4.55
180572,5.65
36710,4.4
104972,4.9
145046,6.16
71597,4.9
5707,3.53
136438,5.71
17637,5.05
56781,7.87
58765,5.32
142717,4.65
80948,5.85
147630,4.83
10889,6.16
77213,4.4
115326,5.91
87188,5.3
51909,5.05
32585,5.82
111472,5.41
86790,5.06
148952,6.01
11103,5.45
103875,5.15
151296,5.0
7778,5.91
6758,6.7
187020,4.6
120045,4.4
69591,5.38
26009,4.45
174459,4.95
185852,6.16
149528,4.29
101917,3.7
93759,4.08
134103,5.02
4784,4.55
146423,5.21
109093,4.55
3369,4.37
23777,5.3
41458,4.26
173294,5.55
44159,4.65
151488,5.52
179088,4.87
73873,4.2
16688,4.62
176490,5.99
112501,4.61
183076,5.61
136639,4.9
71982,5.08
34040,4.65
143750,5.54
79813,5.4
161614,4.15
30904,4.66
71388,6.6
75554,5.05
39411,4.83
64223,7.97
47154,4.93
52998,5.3
73555,5.11
17621,5.2
64140,4.45
142355,5.79
168524,5.86
60816,4.3
77664,5.37
97378,4.33
27401,4.31
3789,5.15
24368,5.56
471,5.91
2134,5.0
143892,5.75
2984,5.39
30895,4.8
140516,5.45
104933,7.6
63563,4.6
120546,5.2
183595,6.23
101449,4.55
97120,5.38
69025,5.3
156779,6.8
106588,5.73
33655,4.91
39741,5.2
158526,4.86
163062,5.2
114766,5.6
65810,4.55
37638,4.86
126457,4.19
163421,4.81
37452,4.7
125035,5.55
50941,6.45
16188,6.8
166552,3.37
143226,5.85
120024,4.92
151078,4.7
29722,6.13
19096,5.2
1709,5.1
49854,5.69
190142,6.33
2162,4.66
47054,5.4
120491,5.25
50354,4.8
14065,12.9
149524,4.5
182297,5.7
62585,6.26
2081,2.35
181507,6.48
115481,5.6
38549,4.86
108315,7.25
79122,3.85
138916,5.86
33076,5.28
37259,4.5
53036,5.2
10527,6.25
153880,9.7
74564,4.3
144338,4.45
139002,6.97
54546,5.0
152628,5.74
41418,5.66
10641,5.15
136607,4.55
129413,5.41
153063,5.25
60802,5.17
45522,5.06
59485,5.04
167764,4.44
52999,5.55
147355,4.87
157863,4.91
67885,4.2
139863,6.33
148961,5.77
142790,8.29
93923,5.73
40952,4.55
34114,5.07
179062,5.0
121354,4.96
133108,6.06
191429,4.5
21760,6.25
118028,5.78
86694,6.0
38162,6.16
99322,3.06
124449,6.52
9439,5.35
128291,4.35
111316,5.15
51845,4.45
5167,5.48
40740,5.58
20143,4.55
50074,6.39
122175,5.1
64588,4.5
17405,4.51
54072,5.0
5227,7.12
94959,5.91
5178,5.12
119816,4.85
143120,4.06
127963,5.48
80968,6.5
152862,5.69
52934,4.5
7004,5.8
52070,4.9
176870,5.2
37175,6.05
7872,4.72
3994,3.78
110478,5.26
12428,5.74
103979,5.35
19783,5.45
176507,4.86
26180,5.61
72109,3.9
102916,8.3
108827,5.3
156094,4.94
74490,5.1
163520,4.8
164363,3.7
83245,4.68
79429,5.16
56059,5.21
83265,4.2
96489,4.5
184855,7.47
107626,5.5
58137,6.06
20318,5.35
65201,3.5
163909,4.2
184346,5.71
119308,4.82
3908,7.41
86228,5.55
70016,5.7
77019,4.41
152879,5.16
74301,12.45
184757,5.25
80614,5.4
96102,3.9
103044,5.52
117634,5.5
116434,6.29
134671,4.7
107352,5.86
142280,6.13
177923,5.95
5381,5.1
57278,4.51
85052,4.35
141684,5.25
178748,5.09
60607,4.4
22357,5.25
40947,4.91
183200,4.84
138379,5.02
131772,5.86
67294,6.55
82207,5.6
68661,6.72
172645,4.57
15865,5.15
49228,6.25
32854,4.5
79761,4.53
96225,4.7
48814,5.51
37484,3.9
32845,4.0
108015,6.36
115040,5.4
174895,8.38
141500,4.27
110642,4.25
142905,4.65
159748,6.34
72718,3.0
154815,4.7
73306,5.43
186508,9.37
118152,5.2
155255,4.65
181147,5.0
106395,6.33
41056,5.25
89050,5.25
141098,5.52
190131,7.73
116732,4.7
4834,4.53
110046,5.88
94307,5.4
182800,5.61
133639,5.5
112855,5.96
68232,5.0
103948,4.8
126516,5.3
86205,5.5
154505,6.47
37521,4.82
38894,5.25
101344,5.89
15038,5.08
114076,4.9
135564,4.41
9358,8.26
112022,5.2
170937,6.26
94643,5.04
50760,3.9
52037,6.25
21038,5.56
161098,7.69
146430,4.7
92672,4.51
164103,6.62
117240,4.81
124237,5.51
72591,5.37
28691,6.43
166228,4.85
138521,4.75
48671,4.21
185525,4.23
137263,9.67
134028,5.04
139421,5.3
188899,4.85
58914,6.77
121631,5.45
127499,6.4
19650,4.9
137718,6.94
19528,4.21
174356,5.25
127188,5.2
152828,6.76
50294,5.65
141000,4.45
123120,4.76
31130,5.02
49593,5.58
106512,5.52
19268,4.96
172322,5.95
102429,4.7
157425,5.65
34763,5.55
18739,4.6
104017,5.1
155002,4.3
151328,5.17
17997,4.6
122083,4.4
91627,4.7
31669,4.0
129752,5.23
45777,4.7
32365,4.76
117279,4.77
145313,4.2
112570,5.45
46100,4.22
115125,7.95
5900,4.95
140672,6.32
168082,4.71
8789,4.5
170891,4.76
83588,4.61
16265,4.63
147764,4.3
8087,4.5
141954,5.92
146985,5.05
61374,4.69
148808,4.85
87890,3.9
129277,6.2
21210,3.95
61673,4.9
42429,3.81
180090,5.56
76503,4.65
8779,5.05
91075,5.2
143615,4.5
80210,5.26
153339,7.2
47370,4.7
56739,5.08
126909,5.34
73962,5.0
168381,4.69
164400,4.52
182252,6.17
28953,4.6
56583,4.02
115129,5.79
104731,4.21
7545,6.03
60332,4.66
23559,4.8
159174,4.82
121940,6.84
126849,5.95
147705,5.68
105084,6.17
45485,4.5
50895,4.75
78818,4.1
24455,5.15
51384,5.22
161539,5.99
65057,4.73
157093,4.85
17486,4.1
155304,4.48
94019,4.02
191590,5.6
133062,6.55
97337,7.33
158025,5.5
25665,3.96
81847,9.05
178019,5.35
82767,4.27
8252,5.11
124565,5.7
101724,3.95
186655,7.37
128,7.45
85559,5.35
98765,5.3
155099,5.1
36079,4.99
17693,5.45
120117,4.95
128984,5.5
70377,4.85
12601,6.18
186965,5.35
115149,5.2
164177,4.9
53021,4.65
121158,4.65
140047,6.1
152695,6.49
38739,4.72
85914,6.42
19660,5.76
4474,6.31
182551,5.51
126156,5.46
93322,4.19
164610,6.96
19748,5.25
3377,4.6
175025,4.25
23561,4.2
56436,5.23
119621,4.41
68027,4.52
124106,4.25
113990,4.7
29818,4.7
12991,4.85
42286,5.87
52031,4.7
182074,5.92
163809,5.85
173684,5.5
98491,4.44
104985,5.3
100882,5.55
32512,4.25
77081,4.68
61967,5.58
178516,4.7
144351,5.66
18855,4.8
126403,5.41
54106,5.45
180149,5.45
160313,5.71
183591,6.3
84541,5.1
145295,4.06
106564,4.45
173399,5.2
33359,7.65
118230,7.95
172831,5.41
162201,5.26
106342,6.42
60140,5.54
178842,4.6
31470,5.2
2475,4.7
33116,4.96
110680,5.8
9745,4.9
46369,6.06
79260,4.2
68136,4.86
92085,4.3
145143,4.7
167707,4.15
83243,4.82
157875,3.88
159261,4.71
10138,6.18
67206,4.7
40255,4.31
62440,6.35
19825,5.5
157166,4.65
37984,4.9
70735,4.4
93874,4.1
82301,5.0
28995,5.0
28125,5.53
144359,4.2
42564,4.5
55985,6.08
163327,5.2
19214,4.7
124595,4.42
44395,5.42
52525,5.62
85584,4.9
21112,6.23
187632,5.22
2519,4.79
162793,4.75
65739,4.47
627,3.6
17925,5.1
7143,3.7
47160,6.07
69230,5.3
42609,4.46
111967,6.92
114603,5.65
6100,5.57
80324,4.3
91026,4.79
37779,4.88
189159,4.18
163236,6.33
162868,5.15
127583,7.27
36107,4.85
99372,4.86
91754,4.31
177916,6.4
73052,5.15
127892,4.25
122966,6.12
169035,5.3
51141,4.4
14638,7.9
191188,5.83
126875,6.7
28058,5.35
132483,5.4
8642,5.38
6965,4.14
158160,4.5
20635,4.45
163489,4.5
21389,5.6
102436,4.4
143562,5.18
140329,6.75
163634,4.2
140146,6.69
114401,5.2
1087,3.9
137249,7.98
50901,3.5
105377,5.08
19094,3.81
53327,4.74
189732,5.94
77224,4.3
51149,5.09
76482,4.5
69466,4.25
154169,5.3
127407,4.5
42940,5.57
12716,5.24
138651,5.95
163381,6.07
147081,5.03
170552,4.91
24666,5.6
7109,5.16
171487,6.33
115286,5.25
172362,7.55
81187,7.42
161473,5.15
99142,5.2
75367,4.95
111853,5.02
70303,4.57
135206,4.85
22743,5.85
166865,5.45
52119,4.75
26862,4.8
112102,5.95
109766,3.9
36574,4.42
179238,4.96
118866,5.86
44096,3.9
168049,6.95
63218,5.1
44345,4.85
120689,5.26
87783,4.66
102361,4.86
178508,5.06
122711,5.21
128261,6.11
142566,4.4
137541,5.83
136471,6.11
185216,4.57
175056,5.1
71922,5.6
2001,6.64
131555,6.76
160086,5.55
169243,5.05
70351,5.3
16296,4.95
91152,4.5
72978,5.86
163232,5.23
2156,6.05
105852,5.14
150212,4.1
52827,4.67
59965,8.62
111470,3.5
41839,4.6
159941,4.65
124583,5.65
183152,5.01
92820,6.68
4647,6.61
81946,4.4
135314,5.12
91719,4.9
188485,5.65
129447,4.48
33203,4.7
31048,5.4
86363,6.4
96778,5.22
31298,5.1
74238,4.77
133949,4.53
98437,4.13
65335,4.58
106422,5.83
88194,4.78
170237,5.75
147942,7.4
100067,4.51
139204,6.54
186247,5.65
21596,4.95
59807,4.85
84192,3.9
40090,4.77
19926,5.04
68321,4.4
161443,3.9
173972,4.85
100007,4.7
155975,4.35
64511,4.9
56364,5.4
173612,10.6
37323,6.41
133632,4.66
28830,6.03
176359,7.78
46626,4.4
183766,5.26
28008,4.85
137600,6.15
22644,5.2
25724,5.3
2382,5.67
78396,3.77
80993,4.97
149713,5.8
144309,4.1
156988,20.4
171451,5.56
75282,5.19
125748,6.01
184344,4.41
54287,6.32
168958,5.46
145024,5.23
30043,5.71
56530,7.69
47455,5.22
38509,4.83
46181,5.46
31377,5.58
8709,4.4
121174,4.71
20817,5.87
102656,6.27
157433,4.5
40972,5.74
110597,6.0
28967,5.5
138635,6.94
109451,8.12
191726,7.4
135571,5.36
130650,5.3
88718,4.55
134224,5.97
171712,5.46
93102,5.43
100925,5.4
29440,4.5
142572,4.53
43893,5.16
25462,5.92
175096,4.5
127004,6.55
83709,4.4
2030,4.32
44235,4.6
140911,4.75
129564,5.5
101295,5.3
64003,4.51
88030,4.6
100652,4.98
28305,6.45
2709,5.68
137070,5.32
57396,5.1
32555,4.85
146913,5.15
84293,6.1
68724,4.11
152137,5.31
117263,4.67
72576,4.55
169690,4.81
53690,4.51
190245,4.73
76524,4.95
25622,4.65
6404,6.49
164323,5.56
52960,4.8
109669,6.06
176316,5.05
45138,6.32
69730,4.5
181569,5.62
134965,4.75
52759,5.2
104166,3.9
164655,4.85
10001,5.93
156981,15.5
138762,5.62
50851,6.25
185000,6.07
35017,4.68
15939,4.28
73468,6.28
144040,5.64
126736,5.65
158674,3.85
107041,4.39
170913,5.29
40885,3.87
111385,5.8
92357,3.9
31776,4.3
96940,4.97
28733,4.64
66504,4.94
183313,5.85
93010,4.35
140282,4.05
160953,5.58
119283,4.2
55945,6.25
55450,5.25
67389,5.3
111886,5.78
132165,6.47
57016,6.63
51438,5.4
91933,4.36
34607,6.38
34214,5.25
121256,4.7
7423,4.77
87149,6.02
158972,6.04
177853,6.2
167063,4.47
81942,4.7
155051,6.0
67580,3.8
121798,5.55
80872,6.05
26531,4.3
172682,6.28
174177,5.96
179701,4.73
106351,5.05
8053,5.0
159593,5.75
136712,5.45
159780,5.6
149866,4.51
113497,6.11
104160,4.5
128333,5.0
16466,3.8
16868,4.52
46089,6.2
147316,5.09
80437,5.05
28150,5.05
129262,5.16
113977,4.25
123852,5.2
2493,5.5
146269,6.09
22115,3.87
110209,6.1
159879,3.7
106822,5.7
96955,10.42
46533,5.73
21790,5.45
5135,5.81
113856,5.56
4894,5.83
102186,6.9
75250,4.91
188241,5.58
121061,4.55
76851,5.5
132354,5.45
68652,4.21
158039,4.95
155328,5.93
171791,4.92
41615,4.91
1688,5.62
83282,5.84
20066,6.18
178767,5.2
131861,5.1
120067,4.45
110200,4.47
24730,4.9
3686,4.32
129014,5.06
53516,3.92
154663,8.45
179715,4.93
76802,4.8
132954,6.7
68151,6.0
71344,6.04
155127,4.9
17844,11.99
142546,6.65
96651,4.85
37795,4.7
20516,4.42
7893,4.95
11692,5.95
36441,3.9
120456,4.56
31128,5.3
163585,4.1
116196,4.55
110210,5.99
157903,5.35
6310,5.2
189561,4.22
168521,6.05
12951,5.75
53279,4.46
22978,3.6
170017,5.03
65942,3.6
112648,5.1
88895,4.9
17313,4.3
46428,4.97
66703,5.2
94177,4.8
146047,4.6
39462,4.46
58547,5.2
38523,4.76
30956,6.51
35969,6.37
119852,4.4
101924,4.52
129807,4.7
13094,5.99
160034,4.9
53144,4.0
71204,4.7
89487,4.9
21649,5.05
103920,5.89
80413,4.3
42936,5.06
61506,3.98
44104,4.85
125273,4.11
61461,4.3
148740,4.95
11858,6.33
63355,3.85
148326,5.33
143159,4.05
25862,5.55
17836,4.75
96579,5.1
131386,5.93
17974,5.88
31587,5.35
75450,5.73
190581,4.32
14365,6.03
159330,4.5
20193,4.3
30185,5.45
85431,5.6
122668,4.4
24433,4.5
79436,5.06
66372,4.3
113187,5.17
185536,8.09
89859,5.79
82923,4.58
170158,4.65
34186,5.25
29985,4.25
102681,6.1
191576,4.45
172326,5.6
110223,5.93
73326,5.56
33875,5.03
81834,7.86
120918,4.3
139634,5.32
108076,5.88
1654,6.35
102647,4.6
150484,4.47
141505,4.75
4432,7.22
113712,5.35
102514,5.82
183454,6.0
145647,4.31
65949,4.95
104629,5.37
80388,4.58
14848,4.85
112942,4.85
69318,5.58
88761,4.47
14564,14.75
23387,4.63
70620,4.9
48894,5.04
102089,4.55
62390,4.4
33877,4.52
123202,5.05
150810,4.45
177400,4.5
31070,5.3
73648,4.3
168487,5.15
13085,6.6
108581,4.7
162913,4.3
47918,5.0
182068,5.45
67990,4.35
13498,5.4
163920,4.1
186351,4.7
188577,8.21
106757,3.43
160530,4.57
66286,3.6
107390,6.65
36453,5.43
181434,6.27
171612,4.19
36365,4.8
29936,4.5
125630,5.4
118456,5.5
32930,5.71
37921,6.48
147680,7.32
6009,7.02
103421,6.2
148376,8.87
61157,4.82
27278,5.76
147165,6.06
93350,5.36
153758,5.85
183175,8.16
95949,6.45
160180,7.98
111962,5.18
153513,4.6
88468,3.51
133573,4.4
152300,4.87
102328,5.3
96867,4.4
159961,4.1
144876,4.59
66439,4.3
162313,7.06
151681,5.46
40607,4.67
69697,4.95
30579,5.91
52959,6.91
165204,4.75
113065,5.4
53095,5.1
60662,4.39
149815,4.45
136572,5.01
109565,5.36
69551,5.14
5812,5.07
163471,4.2
35359,5.25
178809,5.19
138770,5.42
92807,9.9
75158,4.56
12992,4.96
88738,6.55
188490,9.3
149060,5.32
1752,5.31
65176,4.7
180665,4.38
43179,5.17
29049,6.25
126060,5.5
1216,4.49
174939,4.7
135186,5.68
155657,6.43
78798,4.42
109137,5.9
8404,4.9
86592,5.5
109350,4.87
39765,4.9
191235,4.55
185114,16.56
50194,4.1
119633,4.85
117166,4.5
76917,10.65
169904,5.42
160633,5.33
60822,4.91
162891,7.85
598,4.1
13461,9.77
76759,5.25
145199,4.82
7310,16.26
116054,4.76
17277,5.3
131660,5.89
86896,5.52
54212,4.4
121914,6.05
141322,5.4
47759,3.9
18953,4.48
98064,4.6
92420,4.79
12016,5.26
17382,4.2
179951,4.55
90889,4.75
168465,6.23
122483,4.7
138564,5.15
67167,4.25
190758,5.35
180276,3.9
176689,5.5
61659,4.82
98178,3.9
3357,4.59
18654,4.8
156253,5.41
46673,5.66
59945,7.12
190553,8.0
158830,5.35
188968,6.9
79621,5.35
47727,9.01
75741,4.5
76429,4.85
190416,8.36
142688,12.61
184401,5.15
135658,5.91
148428,4.8
27922,7.69
23973,4.7
165260,4.53
27343,3.67
40121,5.77
7798,6.49
12602,11.95
46579,6.06
145769,4.3
44454,5.55
72377,5.47
320,6.76
187768,7.21
94138,5.33
63782,4.95
136945,4.96
146079,4.81
84056,5.56
111380,5.8
52239,5.25
61274,4.7
184135,4.77
67576,4.31
74828,4.6
173497,5.55
36119,4.05
170778,5.1
107618,5.58
182897,4.45
65167,4.1
139875,6.2
178573,4.3
103227,4.05
110974,5.16
180788,5.67
95012,4.06
81122,6.9
171668,5.66
142728,6.92
42729,6.04
186871,20.66
71869,5.97
54227,5.0
114100,4.8
79770,5.5
190482,4.2
52489,4.6
169036,5.17
68941,4.6
54387,4.3
169914,5.45
105355,5.15
156327,5.2
81881,5.4
107412,4.5
157082,5.12
44254,3.8
151507,4.55
19569,4.3
157322,5.94
14424,6.37
35012,11.77
112587,5.2
84567,5.71
164871,6.63
64777,4.9
175967,11.86
184879,5.15
139939,6.33
171585,5.3
56285,4.78
118879,6.58
40228,4.73
109788,4.7
120364,5.91
174811,4.62
186795,5.21
38431,4.8
34871,5.74
73188,5.2
13845,5.7
112889,4.9
178682,4.1
14289,4.65
165977,11.45
183528,5.01
74132,4.8
153111,4.7
1895,3.39
143438,3.95
182505,7.64
126366,6.39
167571,3.5
6200,5.9
61980,4.4
177428,5.2
132510,5.68
68377,5.89
125807,7.61
144922,4.65
16473,6.25
66337,4.18
190043,5.72
8991,5.06
130462,4.85
114517,4.25
131249,4.9
58005,4.51
137378,7.11
39916,5.03
125003,4.45
65696,4.98
42125,4.83
29683,5.56
10936,4.45
141361,5.65
103358,4.6
174083,6.78
91154,3.82
170948,5.3
95829,6.64
81596,5.0
114835,6.45
11378,4.7
166615,4.5
84188,4.55
29633,4.9
24832,4.4
148069,4.6
16423,4.61
145139,4.9
92666,5.25
91875,4.55
135739,4.95
82306,5.1
13082,5.01
13101,5.1
45151,4.12
78440,4.76
128044,5.1
121736,5.2
179655,5.56
23375,5.25
154400,4.96
71882,4.5
14994,5.39
155445,4.95
41968,6.03
91626,4.68
139669,6.12
107724,5.53
43949,3.71
126569,5.35
182890,5.16
50247,3.85
99520,5.43
84155,5.89
116071,4.53
5374,6.8
85448,6.0
119696,5.11
25005,4.51
111331,5.3
155823,5.38
79251,5.1
6764,7.08
110065,4.38
143241,4.3
139843,5.1
55699,6.1
66652,4.47
122071,5.37
91136,5.33
118541,5.35
63725,5.0
149833,6.0
12966,4.0
119884,4.75
81688,5.2
124000,5.1
145713,4.55
32460,5.45
127757,4.65
12656,4.71
86260,6.13
69681,4.2
128811,5.01
119325,3.6
39815,5.91
56550,6.69
134173,6.55
88551,6.64
112103,5.8
152619,4.4
86417,5.21
6145,6.22
92427,4.48
162055,4.9
28238,4.67
101789,4.4
177345,5.46
63692,5.2
79542,5.13
131266,5.21
94097,5.49
30788,4.85
99497,5.1
179928,5.38
4154,4.16
95141,3.9
182564,5.45
118945,6.1
51861,4.81
16332,5.72
44758,4.75
66823,6.28
75378,4.95
34008,5.15
100822,4.16
117499,4.85
51657,4.3
55442,5.8
164444,5.23
185600,5.2
114635,5.19
150220,5.14
8232,5.77
12658,4.39
46652,5.55
24393,5.68
99530,5.5
93084,4.25
83977,5.82
157723,5.98
20180,4.5
92490,4.78
61779,6.54
13752,4.7
69187,5.5
163931,7.05
105712,5.46
45474,5.22
105392,5.42
190291,6.3
80561,5.65
165443,5.33
146082,6.23
16109,5.42
33193,5.5
93673,5.76
46537,6.0
170050,5.79
99978,4.45
90415,4.04
1322,5.1
182243,4.7
51566,5.32
95561,4.91
106671,5.1
92525,4.45
138230,5.96
98614,4.48
183101,4.92
135121,4.9
115964,6.59
101829,4.7
92277,4.3
27998,4.12
15695,5.0
75400,4.1
6489,6.54
170595,4.45
29549,5.16
67224,3.7
79145,4.41
70739,5.05
18298,5.05
28746,4.9
141276,5.8
136960,6.33
58582,5.5
67195,4.57
152505,5.76
152620,5.73
28607,5.01
106218,5.65
150382,4.2
132163,5.29
142230,4.7
22351,4.85
148613,4.55
38885,5.14
153669,4.01
150122,4.53
51513,5.14
73623,4.62
98943,4.74
109629,9.7
103593,5.15
8327,4.5
53763,6.72
130191,5.07
143253,5.3
3590,5.03
11597,5.71
47039,4.25
46572,4.95
13448,5.15
170239,4.42
133809,4.97
66674,4.27
